megye;jaras;cim;telepules_tipusa;lakossag;vedett;lats;longs;location_levels
BOR;Mezőkövesdi;Tard;község;1147;672;47.8730202;20.6041356;LocLevel.PRECISE
NOG;Salgótarjáni;Karancskeszi;község;1765;1034;48.1635124;19.6989431;LocLevel.PRECISE
KOM;Kisbéri;Csatka;község;234;137;47.37926;17.9772827;LocLevel.PRECISE
SZA;Mátészalkai;Szamosszeg;község;1867;1093;48.0427241;22.3650383;LocLevel.PRECISE
BEK;Békési;Békés;város;19086;11172;46.7862993;20.9820736;LocLevel.PRECISE
BAC;Kalocsai;Bátya;község;2046;1197;46.4874153;18.954523;LocLevel.PRECISE
VAS;Szombathelyi;Bozzai;község;306;179;47.2073309;16.7652737;LocLevel.PRECISE
TOL;Dombóvári;Dalmand;község;1257;735;46.4932711;18.1924783;LocLevel.PRECISE
ZAL;Keszthelyi;Balatongyörök;község;1423;832;46.7616172;17.3504857;LocLevel.PRECISE
TOL;Paksi;Bölcske;község;2728;1595;46.7402601;18.9695194;LocLevel.PRECISE
VES;Pápai;Takácsi;község;864;505;47.4004007;17.4698442;LocLevel.PRECISE
PES;Ráckevei;Apaj;község;1172;685;47.1137788;19.0871992;LocLevel.PRECISE
PES;Nagykátai;Tápiószentmárton;nagyközség;5624;3287;47.3235899;19.7685499;LocLevel.PRECISE
VAS;Celldömölki;Nemeskocs;község;332;194;47.1994874;17.1864977;LocLevel.PRECISE
KOM;Kisbéri;Tárkány;község;1489;870;47.5900913;18.0017805;LocLevel.PRECISE
HAJ;Hajdúnánási;Hajdúnánás;város;16859;9850;47.8452241;21.4279002;LocLevel.PRECISE
SZA;Nyíregyházi;Kálmánháza;község;1900;1109;47.8734276;21.5772185;LocLevel.PRECISE
GYO;Mosonmagyaróvári;Dunasziget;község;1825;1065;47.9415304;17.3543691;LocLevel.PRECISE
SOM;Nagyatádi;Bolhás;község;401;234;46.263335;17.2718825;LocLevel.PRECISE
ZAL;Zalaegerszegi;Kiskutas;község;204;119;46.9122399;16.795225;LocLevel.PRECISE
TOL;Bonyhádi;Murga;község;60;35;46.4607536;18.4879246;LocLevel.PRECISE
HEV;Hatvani;Lőrinci;város;5548;3236;47.7400504;19.6773099;LocLevel.PRECISE
ZAL;Zalaegerszegi;Kustánszeg;község;463;270;46.785332;16.6798925;LocLevel.PRECISE
TOL;Bonyhádi;Kéty;község;698;407;47.9666667;18.5666667;LocLevel.PRECISE
NOG;Szécsényi;Piliny;község;578;337;48.1370361;19.5993272;LocLevel.PRECISE
VES;Zirci;Borzavár;község;765;446;47.2921272;17.8287376;LocLevel.PRECISE
SZA;Kisvárdai;Újdombrád;község;681;397;48.1951105;21.8667117;LocLevel.PRECISE
ZAL;Zalaszentgróti;Nagygörbő;község;175;102;46.9311134;17.1793434;LocLevel.PRECISE
BAR;Szigetvári;Mozsgó;község;932;543;46.1140961;17.8445599;LocLevel.PRECISE
TOL;Bonyhádi;Felsőnána;község;630;367;46.4672701;18.528759;LocLevel.PRECISE
SZA;Ibrányi;Ibrány;város;6818;3971;48.122594;21.7102156;LocLevel.PRECISE
VES;Pápai;Ugod;község;1288;750;47.3180364;17.6013972;LocLevel.PRECISE
SZA;Nyíregyházi;Apagy;község;2389;1391;47.9593892;21.9348469;LocLevel.PRECISE
VES;Ajkai;Csehbánya;község;304;177;47.1818295;17.684198;LocLevel.PRECISE
BAC;Kiskunhalasi;Kelebia;község;2546;1482;46.1973923;19.6058436;LocLevel.PRECISE
VAS;Sárvári;Rábapaty;község;1720;1001;47.3028024;16.9278787;LocLevel.PRECISE
KOM;Tatai;Vértestolna;község;581;338;47.6243321;18.4583302;LocLevel.PRECISE
VES;Veszprémi;Hajmáskér;község;3089;1797;47.1444695;18.0142678;LocLevel.PRECISE
ZAL;Zalaegerszegi;Ozmánbük;község;196;114;46.9242214;16.6709295;LocLevel.PRECISE
HEV;Gyöngyösi;Kisnána;község;987;574;47.8530515;20.146141;LocLevel.PRECISE
CSO;Mórahalmi;Ruzsa;község;2478;1441;46.2891982;19.7497405;LocLevel.PRECISE
SOM;Kaposvári;Cserénfa;község;215;125;46.3108329;17.8830471;LocLevel.PRECISE
BOR;Sárospataki;Zalkod;község;215;125;48.1857492;21.4571919;LocLevel.PRECISE
GYO;Csornai;Vág;község;535;311;13.2904027;108.4265113;LocLevel.PRECISE
SZA;Mátészalkai;Nyírmeggyes;község;2632;1530;47.9136955;22.2641364;LocLevel.PRECISE
ZAL;Zalaegerszegi;Zalaboldogfa;község;363;211;46.8987566;16.770074;LocLevel.PRECISE
SZO;Jászberényi;Jászárokszállás;város;7652;4446;47.6445417;19.9786517;LocLevel.PRECISE
NOG;Balassagyarmati;Galgaguta;község;611;355;47.8459936;19.3891248;LocLevel.PRECISE
VAS;Vasvári;Petőmihályfa;község;210;122;46.9807549;16.7864369;LocLevel.PRECISE
ZAL;Keszthelyi;Várvölgy;község;1026;596;46.8669115;17.2975984;LocLevel.PRECISE
BOR;Edelényi;Teresztenye;község;31;18;48.4464026;20.6047761;LocLevel.PRECISE
GYO;Kapuvári;Vadosfa;község;93;54;47.4990597;17.1285065;LocLevel.PRECISE
GYO;Mosonmagyaróvári;Bezenye;község;1583;919;47.9621234;17.2162083;LocLevel.PRECISE
BOR;Mezőkövesdi;Szentistván;nagyközség;2426;1408;47.7714601;20.6633045;LocLevel.PRECISE
ZAL;Zalaszentgróti;Szalapa;község;193;112;46.9916231;17.1455;LocLevel.PRECISE
ZAL;Letenyei;Tótszentmárton;község;822;477;46.4220177;16.8030433;LocLevel.PRECISE
BAR;Pécsi;Pereked;község;162;94;46.0930143;18.3731699;LocLevel.PRECISE
CSO;Csongrádi;Tömörkény;község;1696;984;46.6155119;20.0412662;LocLevel.PRECISE
HEV;Pétervásárai;Kisfüzes;község;131;76;47.9882605;20.1275493;LocLevel.PRECISE
BEK;Mezőkovácsházai;Mezőkovácsháza;város;5716;3315;46.4073383;20.9236006;LocLevel.PRECISE
HEV;Füzesabonyi;Füzesabony;város;7647;4433;47.7485389;20.4142673;LocLevel.PRECISE
BAC;Kiskőrösi;Soltszentimre;község;1353;784;46.7710797;19.2869057;LocLevel.PRECISE
BAC;Kalocsai;Solt;város;6377;3695;46.8022565;19.0046438;LocLevel.PRECISE
BAR;Siklósi;Szava;község;340;197;45.9021231;18.1766579;LocLevel.PRECISE
PES;Aszódi;Verseg;község;1324;767;47.722441;19.5487063;LocLevel.PRECISE
HEV;Bélapátfalvai;Mikófalva;község;701;406;48.0556043;20.3158382;LocLevel.PRECISE
GYO;Soproni;Csáfordjánosfa;község;240;139;47.4164207;16.9516953;LocLevel.PRECISE
BOR;Gönci;Telkibánya;község;620;359;48.485603;21.3544735;LocLevel.PRECISE
VES;Devecseri;Egeralja;község;209;121;47.2369298;17.2405707;LocLevel.PRECISE
SOM;Kaposvári;Somogysárd;község;1311;759;46.4119896;17.5975733;LocLevel.PRECISE
BEK;Békési;Mezőberény;város;10128;5863;46.8240312;21.0290937;LocLevel.PRECISE
SOM;Nagyatádi;Lábod;község;1883;1090;46.2077491;17.4540815;LocLevel.PRECISE
TOL;Bonyhádi;Závod;község;292;169;46.3936226;18.4145825;LocLevel.PRECISE
BAC;Kalocsai;Géderlak;község;978;566;46.6085156;18.9140472;LocLevel.PRECISE
TOL;Szekszárdi;Harc;község;864;500;51.724937600000004;10.69489239078069;LocLevel.PRECISE
CSO;Csongrádi;Csanytelek;község;2625;1519;46.6088732;20.1016072;LocLevel.PRECISE
SZO;Szolnoki;Rákóczifalva;város;5446;3151;47.0898193;20.2343365;LocLevel.PRECISE
SZA;Nagykállói;Nagykálló;város;9671;5595;47.874296;21.8434965;LocLevel.PRECISE
SZO;Szolnoki;Újszász;város;6088;3522;47.2844426;20.0702678;LocLevel.PRECISE
NOG;Pásztói;Buják;község;2066;1195;47.8848223;19.5450988;LocLevel.PRECISE
BEK;Békéscsabai;Telekgerendás;község;1494;864;46.6622337;20.9547929;LocLevel.PRECISE
BAC;Kalocsai;Újtelek;község;396;229;46.5890947;19.0579332;LocLevel.PRECISE
ZAL;Zalaszentgróti;Türje;község;1600;925;46.9841918;17.1045885;LocLevel.PRECISE
SZA;Nyírbátori;Máriapócs;város;2045;1182;47.8793156;22.0258708;LocLevel.PRECISE
SZA;Vásárosnaményi;Hetefejércse;község;308;178;48.1278776;22.4677441;LocLevel.PRECISE
VAS;Sárvári;Bögöt;község;405;234;47.2520154;16.8294953;LocLevel.PRECISE
BEK;Békési;Kamut;község;1025;592;46.760315;20.9832753;LocLevel.PRECISE
SOM;Kaposvári;Magyaratád;község;800;462;46.4674241;17.90076;LocLevel.PRECISE
TOL;Paksi;Tengelic;község;2200;1270;46.5319473;18.7108467;LocLevel.PRECISE
HEV;Füzesabonyi;Nagyút;község;686;396;47.720009;20.1729336;LocLevel.PRECISE
VAS;Vasvári;Hegyhátszentpéter;község;149;86;46.9800779;16.8128509;LocLevel.PRECISE
GYO;Mosonmagyaróvári;Dunakiliti;község;2270;1310;47.9662482;17.2882323;LocLevel.PRECISE
BOR;Miskolci;Sajólászlófalva;község;435;251;48.1849579;20.6749923;LocLevel.PRECISE
TOL;Szekszárdi;Decs;nagyközség;4123;2379;46.2843291;18.7600689;LocLevel.PRECISE
ZAL;Keszthelyi;Zalaszántó;község;981;566;46.8877805;17.2258253;LocLevel.PRECISE
VES;Tapolcai;Raposka;község;260;150;46.8484058;17.4231011;LocLevel.PRECISE
VAS;Vasvári;Szemenye;község;345;199;47.1015531;16.9067287;LocLevel.PRECISE
BAC;Kiskunhalasi;Pirtó;község;952;549;46.5147399;19.4319578;LocLevel.PRECISE
BOR;Putnoki;Trizs;község;203;117;48.4264328;20.4942004;LocLevel.PRECISE
BAC;Bácsalmási;Kunbaja;község;1484;855;46.0882993;19.4240758;LocLevel.PRECISE
SOM;Fonyódi;Gamás;község;743;428;46.6202379;17.7625713;LocLevel.PRECISE
PES;Dabasi;Hernád;község;4308;2481;47.1650755;19.4070801;LocLevel.PRECISE
CSO;Csongrádi;Felgyő;község;1148;661;46.6647138;20.113031;LocLevel.PRECISE
KOM;Esztergomi;Dömös;község;1254;722;47.7636231;18.9110928;LocLevel.PRECISE
VES;Sümegi;Hosztót;község;66;38;47.0867499;17.2401158;LocLevel.PRECISE
SZA;Kemecsei;Kék;község;2013;1159;48.1149173;21.8778149;LocLevel.PRECISE
FEJ;Sárbogárdi;Hantos;község;959;552;46.9994238;18.6997764;LocLevel.PRECISE
HEV;Hatvani;Petőfibánya;község;2573;1481;47.7661279;19.7019335;LocLevel.PRECISE
VAS;Sárvári;Sótony;község;655;377;47.1961953;16.9484292;LocLevel.PRECISE
ZAL;Keszthelyi;Felsőpáhok;község;735;423;46.7844916;17.1559057;LocLevel.PRECISE
PES;Ráckevei;Dömsöd;nagyközség;6165;3548;47.094771;19.0070461;LocLevel.PRECISE
BAC;Kiskunmajsai;Szank;község;2391;1376;46.5544858;19.6689973;LocLevel.PRECISE
HEV;Egri;Egercsehi;község;1345;774;48.053835;20.2555139;LocLevel.PRECISE
SZO;Szolnoki;Tószeg;község;4505;2592;47.1005785;20.1474605;LocLevel.PRECISE
VAS;Vasvári;Oszkó;község;631;363;47.0464985;16.8745229;LocLevel.PRECISE
VES;Pápai;Pápadereske;község;299;172;47.292502;17.4002198;LocLevel.PRECISE
CSO;Makói;Makó;város;23153;13318;46.2150438;20.4751022;LocLevel.PRECISE
BAC;Kiskunmajsai;Jászszentlászló;község;2500;1438;46.5679444;19.7603182;LocLevel.PRECISE
SZA;Vásárosnaményi;Kisvarsány;község;1033;594;48.1449512;22.2980272;LocLevel.PRECISE
SZA;Fehérgyarmati;Fülesd;község;454;261;48.0246779;22.6755513;LocLevel.PRECISE
BAC;Kiskunmajsai;Kiskunmajsa;város;11502;6610;46.4906228;19.7393121;LocLevel.PRECISE
ZAL;Zalaszentgróti;Kisvásárhely;község;47;27;46.9949617;17.1986777;LocLevel.PRECISE
SZA;Baktalórántházai;Nyírjákó;község;860;494;48.0289984;22.0745973;LocLevel.PRECISE
PES;Monori;Nyáregyháza;község;3886;2232;47.2627494;19.5026386;LocLevel.PRECISE
ZAL;Nagykanizsai;Újudvar;község;963;553;46.5363905;16.985031;LocLevel.PRECISE
CSO;Kisteleki;Balástya;község;3471;1993;46.4207585;20.0140509;LocLevel.PRECISE
HEV;Egri;Verpelét;város;3907;2243;47.8490107;20.2279112;LocLevel.PRECISE
TOL;Bonyhádi;Bonyhádvarasd;község;439;252;46.3703376;18.4799664;LocLevel.PRECISE
VES;Pápai;Magyargencs;község;500;287;47.3749244;17.2906019;LocLevel.PRECISE
SZA;Nyíregyházi;Tiszanagyfalu;község;1894;1087;48.0935241;21.4705176;LocLevel.PRECISE
HAJ;Balmazújvárosi;Hortobágy;község;1401;804;47.5826139;21.1525371;LocLevel.PRECISE
SOM;Kaposvári;Szilvásszentmárton;község;197;113;46.2683416;17.7238332;LocLevel.PRECISE
HEV;Gyöngyösi;Visznek;község;1128;647;47.6422289;20.0330312;LocLevel.PRECISE
HEV;Füzesabonyi;Poroszló;község;2830;1623;47.6435536;20.6560717;LocLevel.PRECISE
BOR;Tokaji;Bodrogkisfalud;község;879;504;48.1728331;21.3574534;LocLevel.PRECISE
TOL;Bonyhádi;Váralja;község;811;465;46.2677639;18.4285404;LocLevel.PRECISE
BAR;Siklósi;Garé;község;300;172;45.9187459;18.1941468;LocLevel.PRECISE
SZA;Vásárosnaményi;Tiszaszalka;község;956;548;48.1863428;22.3148731;LocLevel.PRECISE
BAC;Tiszakécskei;Szentkirály;község;1928;1105;46.9212567;19.9194732;LocLevel.PRECISE
SZA;Nyíregyházi;Nyírtelek;város;7093;4065;48.0102668;21.6314008;LocLevel.PRECISE
BEK;Szarvasi;Kardos;község;534;306;46.7968871;20.7195253;LocLevel.PRECISE
KOM;Esztergomi;Nagysáp;község;1452;832;47.6837389;18.6036697;LocLevel.PRECISE
BOR;Sátoraljaújhelyi;Filkeháza;község;96;55;48.4953611;21.4890018;LocLevel.PRECISE
SOM;Csurgói;Porrogszentkirály;község;288;165;46.2727845;17.0406746;LocLevel.PRECISE
GYO;Mosonmagyaróvári;Újrónafő;község;901;516;47.8107082;17.2019677;LocLevel.PRECISE
HAJ;Derecskei;Mikepércs;község;5119;2931;47.4409524;21.6314977;LocLevel.PRECISE
HEV;Hevesi;Boconád;község;1320;755;47.6420641;20.1873111;LocLevel.PRECISE
BAC;Kiskőrösi;Páhi;község;1168;668;46.7131018;19.386505;LocLevel.PRECISE
BOR;Gönci;Korlát;község;299;171;48.3785841;21.245644;LocLevel.PRECISE
FEJ;Sárbogárdi;Mezőszilas;község;2096;1198;46.8158361;18.4749938;LocLevel.PRECISE
VES;Pápai;Gecse;község;399;228;47.4439691;17.5257212;LocLevel.PRECISE
VAS;Körmendi;Magyarszombatfa;község;273;156;46.7609486;16.3403609;LocLevel.PRECISE
BAR;Szigetvári;Nagyváty;község;315;180;46.0607548;17.9313287;LocLevel.PRECISE
PES;Szobi;Tésa;község;98;56;43.4776038;-0.3479295;LocLevel.PRECISE
TOL;Bonyhádi;Cikó;község;905;517;46.25368;18.5591237;LocLevel.PRECISE
VES;Pápai;Adásztevel;község;849;485;47.3041008;17.5400709;LocLevel.PRECISE
BAC;Kiskunhalasi;Balotaszállás;község;1523;870;46.3510123;19.5361824;LocLevel.PRECISE
BOR;Szikszói;Szikszó;város;5584;3189;48.2015243;20.9275021;LocLevel.PRECISE
VAS;Celldömölki;Vönöck;község;711;406;47.3132864;17.1605701;LocLevel.PRECISE
VES;Zirci;Lókút;község;473;270;47.2065946;17.8625213;LocLevel.PRECISE
HAJ;Berettyóújfalui;Bakonszeg;község;1195;682;47.1895312;21.4454608;LocLevel.PRECISE
VES;Devecseri;Somlószőlős;község;645;368;47.1748363;17.3555881;LocLevel.PRECISE
BOR;Tokaji;Szegi;község;305;174;48.1988064;21.3815604;LocLevel.PRECISE
HEV;Hatvani;Heréd;község;1885;1075;47.7044017;19.6335945;LocLevel.PRECISE
ZAL;Nagykanizsai;Sand;község;377;215;48.3836463;7.6138847;LocLevel.PRECISE
NOG;Bátonyterenyei;Mátraverebély;község;1882;1073;47.9730296;19.778055;LocLevel.PRECISE
BAR;Pécsváradi;Hidas;község;2077;1184;46.2584081;18.4965098;LocLevel.PRECISE
BAR;Siklósi;Palkonya;község;272;155;45.8953345;18.3907786;LocLevel.PRECISE
SZA;Fehérgyarmati;Gacsály;község;1025;584;47.930888;22.7567922;LocLevel.PRECISE
BAC;Kalocsai;Hajós;város;2963;1688;46.3982959;19.1172178;LocLevel.PRECISE
NOG;Salgótarjáni;Karancsberény;község;797;454;48.1837308;19.7452275;LocLevel.PRECISE
NOG;Balassagyarmati;Debercsény;község;79;45;47.9648795;19.3162254;LocLevel.PRECISE
BAR;Pécsváradi;Geresdlak;község;783;446;46.1083102;18.527004;LocLevel.PRECISE
TOL;Tamási;Simontornya;város;3858;2197;46.756962;18.5435129;LocLevel.PRECISE
BAR;Siklósi;Ipacsfa;község;209;119;45.8343137;18.2046086;LocLevel.PRECISE
BOR;Sárospataki;Háromhuta;község;130;74;48.3749257;21.4109089;LocLevel.PRECISE
BOR;Ózdi;Nekézseny;község;650;370;48.1676234;20.4287414;LocLevel.PRECISE
HEV;Hatvani;Nagykökényes;község;578;329;47.7340639;19.5983053;LocLevel.PRECISE
BAC;Jánoshalmai;Jánoshalma;város;8549;4866;46.2972264;19.3235909;LocLevel.PRECISE
KOM;Tatai;Tardos;község;1745;993;47.6633891;18.4449341;LocLevel.PRECISE
SZA;Fehérgyarmati;Zsarolyán;község;420;239;47.9490863;22.588092;LocLevel.PRECISE
PES;Váci;Csörög;község;2211;1258;47.7344093;19.1904009;LocLevel.PRECISE
BAC;Tiszakécskei;Lakitelek;nagyközség;4945;2813;46.8736335;20.0003712;LocLevel.PRECISE
BOR;Mezőkövesdi;Egerlövő;község;538;306;47.719469;20.6223013;LocLevel.PRECISE
ZAL;Lenti;Pórszombat;község;269;153;46.7289288;16.5760102;LocLevel.PRECISE
BAC;Kecskeméti;Ballószög;község;4023;2287;46.8605519;19.5695767;LocLevel.PRECISE
BEK;Szeghalmi;Füzesgyarmat;város;5482;3116;47.1045582;21.2106131;LocLevel.PRECISE
SOM;Csurgói;Zákány;község;1114;633;46.2516266;16.9495974;LocLevel.PRECISE
BEK;Szeghalmi;Körösladány;város;4499;2556;46.9618183;21.0774039;LocLevel.PRECISE
BOR;Ózdi;Lénárddaróc;község;257;146;48.1485817;20.3719699;LocLevel.PRECISE
BOR;Sátoraljaújhelyi;Füzérkomlós;község;324;184;48.5133139;21.4528646;LocLevel.PRECISE
BOR;Cigándi;Kisrozvágy;község;243;138;48.3468041;21.9387597;LocLevel.PRECISE
BAC;Kiskunhalasi;Tompa;város;4647;2639;46.2049292;19.5374011;LocLevel.PRECISE
SOM;Csurgói;Gyékényes;község;995;565;46.2371661;17.0090208;LocLevel.PRECISE
ZAL;Lenti;Kerkafalva;község;118;67;46.7731901;16.4850401;LocLevel.PRECISE
TOL;Tolnai;Bogyiszló;község;2149;1220;46.3832444;18.8166969;LocLevel.PRECISE
BEK;Gyomaendrődi;Hunya;község;613;348;46.8119535;20.8442981;LocLevel.PRECISE
FEJ;Székesfehérvári;Nádasdladány;község;1818;1032;47.137771;18.2398735;LocLevel.PRECISE
VAS;Sárvári;Bögöte;község;326;185;47.0873272;17.0436719;LocLevel.PRECISE
SOM;Nagyatádi;Bakháza;község;178;101;46.1082398;17.3593728;LocLevel.PRECISE
BOR;Sárospataki;Sárazsadány;község;245;139;48.2633679;21.4941532;LocLevel.PRECISE
SZA;Fehérgyarmati;Kisszekeres;község;557;316;47.9734369;22.6366244;LocLevel.PRECISE
BAR;Sellyei;Drávasztára;község;416;236;45.8256215;17.822729;LocLevel.PRECISE
GYO;Soproni;Szakony;község;476;270;47.4258286;16.7158326;LocLevel.PRECISE
BEK;Szarvasi;Örménykút;község;328;186;46.8306813;20.7363642;LocLevel.PRECISE
CSO;Mórahalmi;Pusztamérges;község;1127;639;46.3284358;19.6857424;LocLevel.PRECISE
TOL;Dombóvári;Jágónak;község;224;127;46.3153517;18.0915359;LocLevel.PRECISE
BEK;Szeghalmi;Szeghalom;város;8842;5012;47.0213485;21.1693932;LocLevel.PRECISE
BOR;Edelényi;Szinpetri;község;217;123;48.483603;20.6244649;LocLevel.PRECISE
SOM;Tabi;Sérsekszőlős;község;143;81;46.762812;18.0168437;LocLevel.PRECISE
HEV;Gyöngyösi;Visonta;község;1287;729;47.779705;20.0269417;LocLevel.PRECISE
VES;Pápai;Marcalgergelyi;község;362;205;47.3120264;17.2699505;LocLevel.PRECISE
NOG;Rétsági;Nagyoroszi;község;2024;1146;48.0038821;19.0913026;LocLevel.PRECISE
VAS;Kőszegi;Iklanberény;község;53;30;47.424709;16.8034249;LocLevel.PRECISE
BAR;Siklósi;Kistótfalu;község;318;180;45.9085402;18.3114217;LocLevel.PRECISE
NOG;Balassagyarmati;Nógrádmarcal;község;477;270;48.0272503;19.3847669;LocLevel.PRECISE
BAR;Siklósi;Drávaszerdahely;község;182;103;45.8363381;18.1635815;LocLevel.PRECISE
SOM;Kaposvári;Ráksi;község;456;258;46.5131078;17.9207901;LocLevel.PRECISE
BOR;Szikszói;Kiskinizs;község;327;185;48.2511943;21.0355533;LocLevel.PRECISE
TOL;Tamási;Hőgyész;nagyközség;2747;1554;46.4956982;18.4188957;LocLevel.PRECISE
VES;Balatonalmádi;Csajág;község;845;478;47.0446777;18.1858906;LocLevel.PRECISE
NOG;Bátonyterenyei;Nemti;község;732;414;48.0057888;19.8989652;LocLevel.PRECISE
SOM;Kaposvári;Nagyberki;község;1429;808;46.3574714;18.0074126;LocLevel.PRECISE
VAS;Szombathelyi;Torony;község;2057;1163;47.2398927;16.5297139;LocLevel.PRECISE
BAC;Kiskunmajsai;Kömpöc;község;697;394;46.4671048;19.865514;LocLevel.PRECISE
SZO;Szolnoki;Szajol;község;3853;2178;47.1757484;20.3006435;LocLevel.PRECISE
SOM;Barcsi;Potony;község;207;117;45.931548;17.6457216;LocLevel.PRECISE
VAS;Sárvári;Chernelházadamonya;község;223;126;47.3614432;16.8392292;LocLevel.PRECISE
SZO;Karcagi;Berekfürdő;község;1353;764;47.3863531;20.837934;LocLevel.PRECISE
HEV;Bélapátfalvai;Balaton;község;1029;581;46.8836527;17.846663499449168;LocLevel.PRECISE
BOR;Edelényi;Edelény;város;9796;5530;48.293613;20.7340134;LocLevel.PRECISE
PES;Nagykátai;Szentmártonkáta;község;5042;2846;47.4440884;19.6916458;LocLevel.PRECISE
SZA;Kisvárdai;Tiszakanyár;község;1614;911;48.2479618;21.9619428;LocLevel.PRECISE
NOG;Salgótarjáni;Mátraszele;község;939;530;48.0553975;19.893917;LocLevel.PRECISE
BAR;Szigetvári;Hobol;község;955;539;46.0243248;17.7774257;LocLevel.PRECISE
BAC;Kiskunmajsai;Móricgát;község;482;272;46.6331654;19.6698133;LocLevel.PRECISE
GYO;Kapuvári;Répceszemere;község;296;167;47.4278029;16.9753846;LocLevel.PRECISE
BEK;Szeghalmi;Kertészsziget;község;374;211;47.154658;21.0627032;LocLevel.PRECISE
BOR;Cigándi;Révleányvár;község;468;264;48.3251271;22.0400413;LocLevel.PRECISE
BAC;Kiskőrösi;Csengőd;község;2138;1206;46.7160913;19.2675736;LocLevel.PRECISE
VES;Zirci;Dudar;község;1759;992;47.31058;17.9439276;LocLevel.PRECISE
BAR;Bólyi;Nagybudmér;község;172;97;45.9365154;18.4448661;LocLevel.PRECISE
TOL;Dombóvári;Döbrököz;község;1985;1119;46.424126;18.239254;LocLevel.PRECISE
VAS;Szentgotthárdi;Kétvölgy;község;110;62;46.8827901;16.219617684825444;LocLevel.PRECISE
HAJ;Hajdúszoboszlói;Nádudvar;város;8727;4918;47.4285575;21.1593087;LocLevel.PRECISE
VES;Sümegi;Nemeshany;község;378;213;47.0695043;17.364085;LocLevel.PRECISE
GYO;Pannonhalmi;Bakonyszentlászló;község;1750;986;47.3907437;17.8043374;LocLevel.PRECISE
ZAL;Zalaegerszegi;Csöde;község;87;49;46.836269;16.5422812;LocLevel.PRECISE
CSO;Mórahalmi;Öttömös;község;705;397;46.281858;19.6813952;LocLevel.PRECISE
TOL;Paksi;Németkér;község;1696;955;46.7174731;18.764396;LocLevel.PRECISE
ZAL;Zalaegerszegi;Becsvölgye;község;785;442;46.7592756;16.6812859;LocLevel.PRECISE
ZAL;Zalaegerszegi;Böde;község;286;161;46.8360466;16.7172553;LocLevel.PRECISE
BAR;Komlói;Hegyhátmaróc;község;151;85;46.3113681;18.3363916;LocLevel.PRECISE
TOL;Tamási;Kisszékely;község;302;170;46.679423;18.5389986;LocLevel.PRECISE
BAR;Siklósi;Bisse;község;231;130;45.9077627;18.2592284;LocLevel.PRECISE
SZA;Nyírbátori;Nyírbogát;nagyközség;3076;1731;47.8014742;22.0620214;LocLevel.PRECISE
GYO;Mosonmagyaróvári;Várbalog;község;439;247;47.8339827;17.0705589;LocLevel.PRECISE
GYO;Győri;Bőny;község;2272;1278;49.9878025;3.2232624;LocLevel.PRECISE
VAS;Celldömölki;Duka;község;256;144;47.1252146;17.1123194;LocLevel.PRECISE
HEV;Hevesi;Hevesvezekény;község;681;383;47.5572406;20.3578497;LocLevel.PRECISE
GYO;Soproni;Csapod;község;601;338;47.5187717;16.9273194;LocLevel.PRECISE
SZA;Vásárosnaményi;Vámosatya;község;562;316;48.1968983;22.4077419;LocLevel.PRECISE
SZA;Kemecsei;Gégény;község;1898;1067;48.1471956;21.9490593;LocLevel.PRECISE
NOG;Balassagyarmati;Patak;község;925;520;48.0192328;19.1448732;LocLevel.PRECISE
VES;Ajkai;Nyirád;község;1941;1091;47.0054415;17.4545594;LocLevel.PRECISE
BOR;Sátoraljaújhelyi;Vilyvitány;község;274;154;48.4945927;21.5625813;LocLevel.PRECISE
SZA;Mátészalkai;Kocsord;község;2977;1673;47.9390852;22.3869911;LocLevel.PRECISE
NOG;Salgótarjáni;Kazár;község;1752;984;48.0503365;19.8544997;LocLevel.PRECISE
VAS;Szentgotthárdi;Orfalu;község;73;41;46.881409;16.2665315;LocLevel.PRECISE
HAJ;Hajdúhadházi;Téglás;város;6442;3618;47.7156887;21.6746328;LocLevel.PRECISE
TOL;Bonyhádi;Izmény;község;495;278;46.3134134;18.4145662;LocLevel.PRECISE
ZAL;Keszthelyi;Karmacs;község;780;438;46.8365288;17.1740485;LocLevel.PRECISE
BAR;Szigetvári;Horváthertelend;község;57;32;46.1768736;17.9275201;LocLevel.PRECISE
NOG;Balassagyarmati;Magyarnándor;község;1108;622;47.9675683;19.3487659;LocLevel.PRECISE
BAR;Mohácsi;Lánycsók;község;2498;1402;46.0048239;18.6236136;LocLevel.PRECISE
NOG;Balassagyarmati;Drégelypalánk;község;1463;821;48.0520987;19.0440957;LocLevel.PRECISE
CSO;Szentesi;Nagymágocs;nagyközség;2905;1630;46.5834517;20.4811682;LocLevel.PRECISE
HEV;Pétervásárai;Recsk;nagyközség;2725;1529;47.9356893;20.1103528;LocLevel.PRECISE
BAR;Komlói;Köblény;község;221;124;46.2952915;18.3024691;LocLevel.PRECISE
BOR;Tiszaújvárosi;Oszlár;község;337;189;47.872045;21.0353402;LocLevel.PRECISE
SZA;Vásárosnaményi;Gyüre;község;1300;729;48.1758965;22.2669136;LocLevel.PRECISE
BOR;Encsi;Büttös;község;173;97;48.4775116;21.0053506;LocLevel.PRECISE
SZA;Fehérgyarmati;Szamosújlak;község;396;222;47.9178077;22.5867083;LocLevel.PRECISE
VES;Sümegi;Veszprémgalsa;község;282;158;47.0928796;17.2668978;LocLevel.PRECISE
