megye;jaras;cim;telepules_tipusa;lakossag;vedett;lats;longs;location_levels
ZAL;Zalaegerszegi;Milejszeg;község;307;172;46.788773;16.7419837;LocLevel.PRECISE
HEV;Pétervásárai;Pétervására;város;2164;1212;48.0190139;20.0985669;LocLevel.PRECISE
TOL;Szekszárdi;Kölesd;község;1468;822;46.5084069;18.5871321;LocLevel.PRECISE
BOR;Cigándi;Bodroghalom;község;1297;726;48.3035732;21.704878;LocLevel.PRECISE
SZA;Fehérgyarmati;Vámosoroszi;község;547;306;47.9921273;22.6817762;LocLevel.PRECISE
BOR;Edelényi;Égerszög;község;59;33;48.4435651;20.5858926;LocLevel.PRECISE
NOG;Bátonyterenyei;Dorogháza;község;1005;562;47.9871448;19.9003492;LocLevel.PRECISE
SOM;Barcsi;Tótújfalu;község;245;137;45.9029063;17.6420505;LocLevel.PRECISE
NOG;Pásztói;Bér;község;381;213;47.8648676;19.5029714;LocLevel.PRECISE
PES;Nagykőrösi;Nagykőrös;város;23754;13275;47.0374257;19.7863141;LocLevel.PRECISE
ZAL;Nagykanizsai;Zalaújlak;község;102;57;46.5606449;17.0777104;LocLevel.PRECISE
BAR;Pécsváradi;Óbánya;község;145;81;46.2205331;18.4115489;LocLevel.PRECISE
BEK;Mezőkovácsházai;Kaszaper;község;1785;997;46.4578045;20.8232128;LocLevel.PRECISE
NOG;Salgótarjáni;Kisbárkány;község;154;86;48.0163213;19.6853901;LocLevel.PRECISE
VAS;Körmendi;Velemér;község;77;43;46.7389014;16.3632535;LocLevel.PRECISE
GYO;Kapuvári;Hövej;község;369;206;47.549948;17.0210465;LocLevel.PRECISE
GYO;Kapuvári;Vásárosfalu;község;172;96;47.4548442;17.1178617;LocLevel.PRECISE
BOR;Edelényi;Abod;község;181;101;48.3926536;20.7910384;LocLevel.PRECISE
SZA;Nyírbátori;Nyírbátor;város;11917;6648;47.839511;22.1322309;LocLevel.PRECISE
NOG;Balassagyarmati;Herencsény;község;554;309;47.974606;19.4725791;LocLevel.PRECISE
ZAL;Zalaegerszegi;Zalatárnok;község;624;348;46.7009103;16.7577638;LocLevel.PRECISE
ZAL;Nagykanizsai;Kilimán;község;235;131;46.6377465;16.9949519;LocLevel.PRECISE
VAS;Vasvári;Csehimindszent;község;366;204;47.0464514;16.9556599;LocLevel.PRECISE
BAR;Siklósi;Drávaszabolcs;község;709;395;45.8058332;18.210885;LocLevel.PRECISE
BAR;Bólyi;Máriakéménd;község;508;283;46.0289891;18.4623136;LocLevel.PRECISE
BAR;Szigetvári;Tótszentgyörgy;község;149;83;46.0523291;17.7179219;LocLevel.PRECISE
ZAL;Nagykanizsai;Homokkomárom;község;228;127;46.5055146;16.9156559;LocLevel.PRECISE
VAS;Celldömölki;Egyházashetye;község;316;176;47.1695366;17.1197109;LocLevel.PRECISE
BAR;Siklósi;Kiskassa;község;246;137;45.9532211;18.3974521;LocLevel.PRECISE
BAR;Sellyei;Vajszló;nagyközség;1785;994;45.8593027;17.9837538;LocLevel.PRECISE
BAC;Bajai;Vaskút;község;3495;1946;46.111566;18.9854333;LocLevel.PRECISE
NOG;Salgótarjáni;Lucfalva;község;643;358;48.0303894;19.6925632;LocLevel.PRECISE
BAR;Szigetvári;Kétújfalu;község;706;393;45.9657926;17.7115895;LocLevel.PRECISE
BAR;Mohácsi;Dunaszekcső;község;1889;1051;46.0848787;18.7596125;LocLevel.PRECISE
SZA;Kisvárdai;Nyírkarász;község;2265;1260;48.0969023;22.1001962;LocLevel.PRECISE
BAR;Siklósi;Kisharsány;község;489;272;45.8597798;18.3640137;LocLevel.PRECISE
ZAL;Lenti;Kerkateskánd;község;169;94;46.5738264;16.5709632;LocLevel.PRECISE
BAC;Kecskeméti;Kunszállás;község;1762;980;46.7605889;19.7524013;LocLevel.PRECISE
BAR;Siklósi;Kémes;község;473;263;45.8252143;18.1007963;LocLevel.PRECISE
PES;Dabasi;Pusztavacs;község;1313;730;47.173855;19.498132;LocLevel.PRECISE
HAJ;Berettyóújfalui;Szentpéterszeg;község;1117;621;47.2365783;21.6204039;LocLevel.PRECISE
BOR;Edelényi;Hangács;község;581;323;48.2894993;20.8292867;LocLevel.PRECISE
ZAL;Zalaegerszegi;Vaspör;község;340;189;46.9167061;16.6432661;LocLevel.PRECISE
CSO;Szegedi;Ferencszállás;község;646;359;46.2168385;20.3528445;LocLevel.PRECISE
CSO;Makói;Maroslele;község;2057;1143;46.270668;20.3418649;LocLevel.PRECISE
BOR;Mezőkövesdi;Tibolddaróc;község;1318;732;47.9207679;20.6375539;LocLevel.PRECISE
BOR;Tokaji;Szegilong;község;245;136;48.2189752;21.4004425;LocLevel.PRECISE
BAR;Mohácsi;Bezedek;község;227;126;45.867031;18.586202;LocLevel.PRECISE
TOL;Szekszárdi;Pörböly;község;546;303;46.2051149;18.8123654;LocLevel.PRECISE
VES;Zirci;Porva;község;492;273;47.3081403;17.8150583;LocLevel.PRECISE
KOM;Kisbéri;Bakonyszombathely;község;1395;774;47.4703383;17.9624907;LocLevel.PRECISE
PES;Ceglédi;Abony;város;14920;8278;47.1887402;20.0047823;LocLevel.PRECISE
BAR;Szigetvári;Boldogasszonyfa;község;438;243;46.1799676;17.8406405;LocLevel.PRECISE
CSO;Kisteleki;Pusztaszer;község;1415;785;46.5496529;19.9849026;LocLevel.PRECISE
BOR;Ózdi;Bükkmogyorósd;község;128;71;48.1285771;20.3548777;LocLevel.PRECISE
NOG;Salgótarjáni;Márkháza;község;256;142;48.0135023;19.7165901;LocLevel.PRECISE
FEJ;Enyingi;Enying;város;6748;3743;46.9269341;18.2449727;LocLevel.PRECISE
BEK;Mezőkovácsházai;Magyarbánhegyes;község;2154;1194;46.4552631;20.9642866;LocLevel.PRECISE
CSO;Makói;Földeák;község;3062;1697;46.3193648;20.4937841;LocLevel.PRECISE
HAJ;Nyíradonyi;Fülöp;község;1725;956;47.5990893;22.0562573;LocLevel.PRECISE
ZAL;Keszthelyi;Zalacsány;község;1052;583;46.8065059;17.097903;LocLevel.PRECISE
NOG;Salgótarjáni;Mihálygerge;község;545;302;48.1951964;19.6341042;LocLevel.PRECISE
KOM;Tatabányai;Héreg;község;1072;594;47.6464326;18.5116592;LocLevel.PRECISE
SOM;Kaposvári;Nagybajom;város;3168;1755;46.3936498;17.5117091;LocLevel.PRECISE
VES;Devecseri;Devecser;város;4436;2457;47.104052;17.4364185;LocLevel.PRECISE
BEK;Békési;Tarhos;község;789;437;46.8121382;21.2126944;LocLevel.PRECISE
GYO;Csornai;Sobor;község;289;160;47.4757436;17.3690041;LocLevel.PRECISE
BAC;Jánoshalmai;Mélykút;város;5056;2799;46.2151957;19.3792097;LocLevel.PRECISE
VAS;Celldömölki;Kemeneskápolna;község;112;62;47.2079541;17.1060431;LocLevel.PRECISE
ZAL;Zalaegerszegi;Baktüttös;község;356;197;46.7012816;16.8188972;LocLevel.PRECISE
BAR;Pécsi;Kővágótöttös;község;347;192;46.0842649;18.1003124;LocLevel.PRECISE
KOM;Kisbéri;Réde;község;1298;718;47.4312328;17.9165125;LocLevel.PRECISE
HAJ;Nyíradonyi;Nyírmártonfalva;község;1996;1104;47.5828901;21.9029176;LocLevel.PRECISE
BAR;Komlói;Mánfa;község;812;449;46.161445;18.2409479;LocLevel.PRECISE
SOM;Kaposvári;Kaposgyarmat;község;85;47;46.2799324;17.8832113;LocLevel.PRECISE
VES;Pápai;Ganna;község;275;152;47.2313133;17.5278367;LocLevel.PRECISE
SOM;Kaposvári;Osztopán;község;816;451;46.5184141;17.6689016;LocLevel.PRECISE
BAC;Kecskeméti;Nyárlőrinc;község;2340;1293;46.8605244;19.8740931;LocLevel.PRECISE
SZA;Kisvárdai;Szabolcsveresmart;község;1466;810;48.2949824;22.0227297;LocLevel.PRECISE
NOG;Balassagyarmati;Patvarc;község;762;421;48.0654361;19.3483753;LocLevel.PRECISE
HAJ;Püspökladányi;Földes;nagyközség;3957;2186;47.2881601;21.3642071;LocLevel.PRECISE
CSO;Kisteleki;Baks;község;1977;1092;46.5495087;20.1071453;LocLevel.PRECISE
HAJ;Püspökladányi;Kaba;város;5814;3211;21.4225079;39.82618902272979;LocLevel.PRECISE
ZAL;Nagykanizsai;Zalakaros;város;2718;1501;46.5607855;17.1221529;LocLevel.PRECISE
BOR;Gönci;Abaújalpár;község;67;37;48.3068178;21.2326909;LocLevel.PRECISE
HEV;Hatvani;Apc;község;2479;1369;47.7963496;19.6916338;LocLevel.PRECISE
VES;Pápai;Döbrönte;község;297;164;47.2278992;17.5478349;LocLevel.PRECISE
SZA;Tiszavasvári;Tiszalök;város;5323;2937;48.0171761;21.3749662;LocLevel.PRECISE
VAS;Szentgotthárdi;Nemesmedves;község;29;16;46.9978327;16.4017498;LocLevel.PRECISE
BAR;Pécsi;Berkesd;község;854;471;46.076158;18.4085333;LocLevel.PRECISE
PES;Nagykátai;Tápiógyörgye;község;3661;2019;47.3341052;19.9519935;LocLevel.PRECISE
BEK;Békési;Bélmegyer;község;905;499;46.8720065;21.1789532;LocLevel.PRECISE
SOM;Marcali;Balatonszentgyörgy;község;1687;930;46.6921957;17.2999871;LocLevel.PRECISE
HAJ;Hajdúnánási;Görbeháza;község;2383;1313;47.8188298;21.2379579;LocLevel.PRECISE
VES;Pápai;Homokbödöge;község;699;385;47.3027172;17.5900596;LocLevel.PRECISE
BOR;Sátoraljaújhelyi;Felsőberecki;község;267;147;48.3598176;21.6948818;LocLevel.PRECISE
HAJ;Derecskei;Esztár;község;1435;790;47.2851157;21.7755201;LocLevel.PRECISE
BAR;Hegyháti;Szágy;község;129;71;46.2217922;17.946605;LocLevel.PRECISE
KOM;Kisbéri;Császár;község;1946;1071;47.5014578;18.1393362;LocLevel.PRECISE
BOR;Edelényi;Meszes;község;169;93;48.4386641;20.796003;LocLevel.PRECISE
NOG;Pásztói;Erdőtarcsa;község;527;290;47.7617556;19.5427513;LocLevel.PRECISE
BAR;Komlói;Máza;község;1247;686;46.2730422;18.3981379;LocLevel.PRECISE
SOM;Barcsi;Komlósd;község;180;99;46.0172375;17.386257;LocLevel.PRECISE
ZAL;Letenyei;Murarátka;község;240;132;46.4566974;16.673292;LocLevel.PRECISE
ZAL;Lenti;Ramocsa;község;40;22;46.7749828;16.4482604;LocLevel.PRECISE
BAC;Kalocsai;Dunapataj;nagyközség;3162;1738;46.6442755;18.9990105;LocLevel.PRECISE
BAC;Kecskeméti;Helvécia;község;4958;2725;46.8373932;19.6212831;LocLevel.PRECISE
PES;Ceglédi;Újszilvás;község;2766;1520;47.2697146;19.9142046;LocLevel.PRECISE
BEK;Békéscsabai;Szabadkígyós;község;2579;1417;46.6012074;21.0760273;LocLevel.PRECISE
SZA;Fehérgyarmati;Gyügye;község;295;162;47.9223789;22.5691732;LocLevel.PRECISE
PES;Gödöllői;Valkó;nagyközség;2539;1394;47.5641727;19.5100231;LocLevel.PRECISE
ZAL;Letenyei;Várfölde;község;204;112;46.5553645;16.7613878;LocLevel.PRECISE
BAR;Mohácsi;Bár;község;572;314;48.4088704;7.4492808;LocLevel.PRECISE
BOR;Gönci;Hejce;község;266;146;48.4240516;21.2806882;LocLevel.PRECISE
ZAL;Zalaszentgróti;Óhíd;község;532;292;46.9610291;17.1675337;LocLevel.PRECISE
VES;Devecseri;Kerta;község;563;309;47.1622477;17.2744856;LocLevel.PRECISE
ZAL;Nagykanizsai;Zalamerenye;község;195;107;46.5746371;17.0961394;LocLevel.PRECISE
ZAL;Letenyei;Petrivente;község;339;186;46.4402323;16.8402915;LocLevel.PRECISE
SZA;Ibrányi;Nagyhalász;város;5720;3138;48.1322422;21.7593891;LocLevel.PRECISE
BEK;Békési;Murony;község;1196;656;46.7618154;21.038963;LocLevel.PRECISE
VES;Sümegi;Zalameggyes;község;62;34;47.0808222;17.2195389;LocLevel.PRECISE
BOR;Edelényi;Bódvaszilas;község;1034;567;48.5368458;20.7315708;LocLevel.PRECISE
BOR;Tiszaújvárosi;Tiszapalkonya;község;1448;794;47.8864687;21.0545682;LocLevel.PRECISE
SZO;Jászapáti;Jászalsószentgyörgy;község;3409;1869;47.3718457;20.0911454;LocLevel.PRECISE
FEJ;Gárdonyi;Zichyújfalu;község;934;512;47.1258547;18.6712913;LocLevel.PRECISE
ZAL;Lenti;Nova;község;779;427;46.6851951;16.6779487;LocLevel.PRECISE
VAS;Celldömölki;Borgáta;község;208;114;47.1618331;17.0798627;LocLevel.PRECISE
BAC;Bácsalmási;Bácsbokod;nagyközség;2580;1414;46.1240247;19.1558176;LocLevel.PRECISE
VES;Pápai;Nagyacsád;község;657;360;47.365925;17.3725747;LocLevel.PRECISE
BAC;Kiskunhalasi;Zsana;község;741;406;46.3797707;19.6596195;LocLevel.PRECISE
BOR;Kazincbarcikai;Berente;község;1099;602;48.2318559;20.6645424;LocLevel.PRECISE
BAR;Sellyei;Zaláta;község;241;132;45.8099931;17.8902198;LocLevel.PRECISE
TOL;Szekszárdi;Báta;község;1563;856;2.0064092000000002;9.908768301060093;LocLevel.PRECISE
BOR;Sárospataki;Erdőhorváti;község;577;316;48.3147908;21.4275388;LocLevel.PRECISE
SZA;Ibrányi;Gávavencsellő;nagyközség;3515;1925;48.161011;21.5934119;LocLevel.PRECISE
SOM;Barcsi;Vízvár;község;510;279;46.0895204;17.2295719;LocLevel.PRECISE
BAR;Pécsváradi;Martonfa;község;234;128;46.1161487;18.3723812;LocLevel.PRECISE
SZO;Tiszafüredi;Tiszaszőlős;község;1532;838;47.5562623;20.7197416;LocLevel.PRECISE
GYO;Győri;Bezi;község;532;291;43.3426562;3.2131307;LocLevel.PRECISE
PES;Nagykátai;Tápiószele;város;6262;3424;47.3320634;19.875582;LocLevel.PRECISE
SOM;Kaposvári;Csombárd;község;278;152;46.4520865;17.6720808;LocLevel.PRECISE
BOR;Sátoraljaújhelyi;Nagyhuta;község;75;41;48.4285508;21.493734;LocLevel.PRECISE
VES;Tapolcai;Lesenceistvánd;község;988;540;46.8702653;17.3610091;LocLevel.PRECISE
ZAL;Lenti;Csömödér;község;613;335;46.6113857;16.6392065;LocLevel.PRECISE
TOL;Tamási;Diósberény;község;313;171;46.5337591;18.4449594;LocLevel.PRECISE
BAR;Sellyei;Drávakeresztúr;község;119;65;45.8394076;17.7587614;LocLevel.PRECISE
FEJ;Sárbogárdi;Sáregres;község;714;390;46.7814792;18.5973335;LocLevel.PRECISE
ZAL;Zalaegerszegi;Zalaszentmihály;község;998;545;46.7296101;16.949373;LocLevel.PRECISE
BOR;Kazincbarcikai;Dédestapolcsány;község;1390;759;48.1807927;20.484227;LocLevel.PRECISE
CSO;Makói;Pitvaros;község;1345;734;46.3213012;20.7361518;LocLevel.PRECISE
SZO;Jászberényi;Jászfelsőszentgyörgy;község;1822;994;47.5086155;19.7926903;LocLevel.PRECISE
BOR;Gönci;Regéc;község;88;48;48.3930678;21.3451985;LocLevel.PRECISE
ZAL;Lenti;Szécsisziget;község;209;114;46.5728453;16.5931918;LocLevel.PRECISE
BEK;Orosházi;Kardoskút;község;818;446;46.4966066;20.7015134;LocLevel.PRECISE
ZAL;Letenyei;Borsfa;község;710;387;46.5012202;16.7834908;LocLevel.PRECISE
VES;Pápai;Nemesgörzsöny;község;655;357;47.3966812;17.3606754;LocLevel.PRECISE
HAJ;Püspökladányi;Báránd;község;2543;1386;47.292012;21.2259672;LocLevel.PRECISE
TOL;Dombóvári;Csikóstőttős;község;833;454;46.3404713;18.1557109;LocLevel.PRECISE
VES;Sümegi;Bazsi;község;457;249;46.9327587;17.2439334;LocLevel.PRECISE
VES;Várpalotai;Ősi;község;2076;1131;47.1435993;18.1882884;LocLevel.PRECISE
BOR;Kazincbarcikai;Vadna;község;648;353;48.2748228;20.5570532;LocLevel.PRECISE
NOG;Balassagyarmati;Ipolyszög;község;626;341;48.0546144;19.2318454;LocLevel.PRECISE
GYO;Győri;Fehértó;község;492;268;47.6761959;17.3452873;LocLevel.PRECISE
BOR;Cigándi;Cigánd;város;3178;1731;48.2615593;21.8888754;LocLevel.PRECISE
BAR;Siklósi;Ivánbattyán;község;112;61;45.9075657;18.4179693;LocLevel.PRECISE
SOM;Marcali;Vése;község;744;405;46.4118616;17.2911965;LocLevel.PRECISE
BAR;Szigetvári;Csertő;község;419;228;46.0903378;17.8027802;LocLevel.PRECISE
BEK;Mezőkovácsházai;Medgyesegyháza;város;3490;1899;46.4981379;21.0280887;LocLevel.PRECISE
BAC;Kalocsai;Homokmégy;község;1292;703;46.4879879;19.0737359;LocLevel.PRECISE
ZAL;Keszthelyi;Cserszegtomaj;község;3527;1919;46.8058869;17.23156;LocLevel.PRECISE
VAS;Vasvári;Olaszfa;község;375;204;47.0135482;16.884111;LocLevel.PRECISE
HEV;Gyöngyösi;Karácsond;község;2956;1608;47.7238977;20.0267964;LocLevel.PRECISE
BAR;Szentlőrinci;Királyegyháza;község;945;514;45.9968786;17.9686491;LocLevel.PRECISE
BEK;Békéscsabai;Újkígyós;város;5049;2746;46.5952164;21.0249183;LocLevel.PRECISE
SZO;Mezőtúri;Mezőhék;község;331;180;46.9957193;20.3876133;LocLevel.PRECISE
SZA;Mátészalkai;Hodász;nagyközség;3292;1790;47.9168268;22.2046402;LocLevel.PRECISE
NOG;Pásztói;Kisbágyon;község;423;230;47.8234425;19.5849793;LocLevel.PRECISE
VAS;Celldömölki;Boba;község;815;443;47.1845947;17.1870848;LocLevel.PRECISE
BAC;Kalocsai;Újsolt;község;184;100;46.8731741;19.1208431;LocLevel.PRECISE
ZAL;Zalaegerszegi;Gősfa;község;311;169;46.960227;16.8574048;LocLevel.PRECISE
ZAL;Nagykanizsai;Gelsesziget;község;265;144;46.5660955;16.988318;LocLevel.PRECISE
BAC;Kecskeméti;Városföld;község;2325;1263;46.816342;19.760173;LocLevel.PRECISE
BAC;Bajai;Nagybaracska;község;2221;1206;46.0429521;18.9054826;LocLevel.PRECISE
NOG;Bátonyterenyei;Bátonyterenye;város;12008;6519;48.0060302;19.784895;LocLevel.PRECISE
KOM;Kisbéri;Kerékteleki;község;689;374;47.5147378;17.9387389;LocLevel.PRECISE
BOR;Edelényi;Tomor;község;234;127;48.3273563;20.8827263;LocLevel.PRECISE
BOR;Miskolci;Hernádkak;község;1651;896;48.0936674;20.9679537;LocLevel.PRECISE
BEK;Mezőkovácsházai;Dombegyház;nagyközség;2030;1101;46.3405657;21.1320152;LocLevel.PRECISE
SOM;Barcsi;Kastélyosdombó;község;201;109;45.9538876;17.6175463;LocLevel.PRECISE
BOR;Kazincbarcikai;Sajóivánka;község;640;347;48.2661062;20.5793709;LocLevel.PRECISE
ZAL;Zalaszentgróti;Kisgörbő;község;190;103;46.9372956;17.156689;LocLevel.PRECISE
BAR;Szigetvári;Magyarlukafa;község;107;58;46.1676547;17.7569454;LocLevel.PRECISE
VAS;Celldömölki;Köcsk;község;262;142;47.1908459;17.1031579;LocLevel.PRECISE
ZAL;Zalaszentgróti;Dötk;község;48;26;46.942907;17.0069526;LocLevel.PRECISE
BOR;Mezőkövesdi;Négyes;község;288;156;47.7017954;20.7028933;LocLevel.PRECISE
BAR;Komlói;Szalatnak;község;325;176;46.2891861;18.2801287;LocLevel.PRECISE
HAJ;Püspökladányi;Nagyrábé;nagyközség;2059;1115;47.2045882;21.3192277;LocLevel.PRECISE
HEV;Hevesi;Zaránk;község;447;242;47.6429101;20.1032153;LocLevel.PRECISE
VAS;Celldömölki;Ostffyasszonyfa;község;787;426;47.3274607;17.0428192;LocLevel.PRECISE
SZA;Kemecsei;Berkesz;község;756;409;48.0921492;21.978725;LocLevel.PRECISE
ZAL;Zalaegerszegi;Tófej;község;671;363;46.6675957;16.8000458;LocLevel.PRECISE
HEV;Pétervásárai;Bodony;község;749;405;47.9422866;20.0238122;LocLevel.PRECISE
BAR;Pécsváradi;Erdősmecske;község;357;193;46.172716;18.51359;LocLevel.PRECISE
NOG;Rétsági;Tereske;község;666;360;47.9488126;19.1933853;LocLevel.PRECISE
BOR;Miskolci;Onga;város;4949;2674;48.1207157;20.9129384;LocLevel.PRECISE
VES;Devecseri;Noszlop;község;1018;550;47.1792992;17.4582183;LocLevel.PRECISE
HEV;Pétervásárai;Ivád;község;387;209;48.0207169;20.0608218;LocLevel.PRECISE
BAC;Kecskeméti;Jakabszállás;község;2745;1482;46.7614921;19.6007791;LocLevel.PRECISE
HAJ;Püspökladányi;Püspökladány;város;14286;7712;47.3196043;21.1122524;LocLevel.PRECISE
NOG;Balassagyarmati;Csitár;község;402;217;48.0543368;19.4292544;LocLevel.PRECISE
SZA;Nyírbátori;Kisléta;község;1725;931;47.8340953;22.0034849;LocLevel.PRECISE
SZA;Nyíregyházi;Kótaj;község;4612;2489;48.0478876;21.709878;LocLevel.PRECISE
FEJ;Dunaújvárosi;Mezőfalva;nagyközség;4769;2573;46.9324818;18.7790405;LocLevel.PRECISE
ZAL;Keszthelyi;Nemesbük;község;825;445;46.8216573;17.1443628;LocLevel.PRECISE
VES;Devecseri;Tüskevár;község;560;302;47.1184427;17.3129078;LocLevel.PRECISE
HEV;Füzesabonyi;Kompolt;község;1994;1075;47.7427765;20.240174;LocLevel.PRECISE
BAC;Kalocsai;Foktő;község;1553;837;46.5290133;18.9192935;LocLevel.PRECISE
GYO;Csornai;Páli;község;475;256;43.814105;18.5692689;LocLevel.PRECISE
BOR;Miskolci;Emőd;város;5035;2713;47.9339466;20.8165452;LocLevel.PRECISE
VES;Pápai;Bakonyszücs;község;284;153;47.3428492;17.681372;LocLevel.PRECISE
CSO;Mórahalmi;Ásotthalom;község;3999;2154;46.1951162;19.7804054;LocLevel.PRECISE
BOR;Encsi;Alsógagy;község;91;49;48.4047234;21.0236781;LocLevel.PRECISE
VES;Devecseri;Iszkáz;község;338;182;47.164097;17.2979732;LocLevel.PRECISE
SOM;Nagyatádi;Görgeteg;község;1119;602;46.1465788;17.4364106;LocLevel.PRECISE
BAR;Siklósi;Túrony;község;277;149;45.9038324;18.23178;LocLevel.PRECISE
BAR;Bólyi;Belvárdgyula;község;396;213;45.9729466;18.4327446;LocLevel.PRECISE
VES;Sümegi;Dabronc;község;476;256;47.03193;17.1678036;LocLevel.PRECISE
SZA;Fehérgyarmati;Kérsemjén;község;318;171;48.0232104;22.4165423;LocLevel.PRECISE
VES;Balatonalmádi;Királyszentistván;község;517;278;47.1092663;18.0436545;LocLevel.PRECISE
BAR;Mohácsi;Sátorhely;község;638;343;45.9414189;18.6317066;LocLevel.PRECISE
VES;Sümegi;Sümegprága;község;599;322;46.9411152;17.2774176;LocLevel.PRECISE
BAR;Bólyi;Babarc;község;750;403;46.003599;18.5508466;LocLevel.PRECISE
BEK;Orosházi;Csanádapáca;község;2518;1353;46.5402011;20.8846149;LocLevel.PRECISE
BOR;Tiszaújvárosi;Muhi;község;497;267;47.9795924;20.9288979;LocLevel.PRECISE
SZO;Kunszentmártoni;Tiszasas;község;1076;578;46.8211139;20.0799597;LocLevel.PRECISE
ZAL;Lenti;Zalaszombatfa;község;54;29;46.6376608;16.443962;LocLevel.PRECISE
SZA;Baktalórántházai;Levelek;nagyközség;2974;1597;47.9654436;21.9868073;LocLevel.PRECISE
BOR;Gönci;Abaújkér;község;598;321;48.3079444;21.1998443;LocLevel.PRECISE
SZA;Mátészalkai;Papos;község;870;467;47.9857172;22.2493035;LocLevel.PRECISE
VAS;Körmendi;Halogy;község;272;146;46.9705671;16.5613746;LocLevel.PRECISE
BAC;Bácsalmási;Tataháza;község;1170;628;46.1753439;19.3012323;LocLevel.PRECISE
NOG;Pásztói;Jobbágyi;község;1979;1062;47.8303521;19.6767845;LocLevel.PRECISE
ZAL;Nagykanizsai;Zalasárszeg;község;123;66;46.492698;17.0794308;LocLevel.PRECISE
BAC;Tiszakécskei;Tiszaalpár;nagyközség;5034;2700;46.8219617;19.9893055;LocLevel.PRECISE
SZO;Jászberényi;Jászágó;község;705;378;47.5923279;19.8544871;LocLevel.PRECISE
HEV;Gyöngyösi;Detk;község;1125;603;47.7475326;20.0992971;LocLevel.PRECISE
SZA;Kemecsei;Kemecse;város;5028;2695;48.0678349;21.7986929;LocLevel.PRECISE
BAR;Pécsi;Kisherend;község;209;112;45.9633179;18.3318995;LocLevel.PRECISE
ZAL;Zalaszentgróti;Sümegcsehi;község;614;329;46.9425566;17.2178254;LocLevel.PRECISE
BEK;Gyomaendrődi;Ecsegfalva;község;1187;636;47.1493444;20.9228324;LocLevel.PRECISE
SZA;Fehérgyarmati;Kisar;község;1109;594;48.0570806;22.5153076;LocLevel.PRECISE
GYO;Kapuvári;Himod;község;702;376;47.5196992;17.0076569;LocLevel.PRECISE
CSO;Szentesi;Nagytőke;község;394;211;46.7573133;20.2855944;LocLevel.PRECISE
BAR;Pécsi;Szemely;község;480;257;46.008814;18.3269644;LocLevel.PRECISE
BAC;Kalocsai;Drágszél;község;325;174;46.4671644;19.0386763;LocLevel.PRECISE
ZAL;Zalaegerszegi;Pölöske;község;837;448;46.7561356;16.9251748;LocLevel.PRECISE
BOR;Kazincbarcikai;Nagybarca;község;880;471;48.2449153;20.5239036;LocLevel.PRECISE
