telepules;elhunytak;nepesseg;lats;longs;location_levels
Nagyváty;3;333;46.0607548;17.9313287;LocLevel.PRECISE
Napkor;3;3803;47.9422745;21.8684282;LocLevel.PRECISE
Nemesbőd;3;637;47.2689446;16.735433;LocLevel.PRECISE
Nemeske;3;230;46.0205435;17.7154699;LocLevel.PRECISE
Nemeskisfalud;3;128;46.4402514;17.3676659;LocLevel.PRECISE
Neszmély;3;1341;47.7357694;18.3654526;LocLevel.PRECISE
Nógrádmarcal;3;484;48.0272503;19.3847669;LocLevel.PRECISE
Nyáregyháza;3;3864;47.2627494;19.5026386;LocLevel.PRECISE
Nyúl;3;4443;47.5899177;17.6889689;LocLevel.PRECISE
Ófehértó;3;2584;47.9355537;22.0342724;LocLevel.PRECISE
Ököritófülpös;3;1860;47.919036;22.5090032;LocLevel.PRECISE
Orgovány;3;3463;46.7514033;19.476022;LocLevel.PRECISE
Öttömös;3;696;46.281858;19.6813952;LocLevel.PRECISE
Pálmonostora;3;1849;46.6264137;19.9443532;LocLevel.PRECISE
Paloznak;3;546;46.9833457;17.9408772;LocLevel.PRECISE
Panyola;3;581;48.0441881;22.3956854;LocLevel.PRECISE
Paszab;3;1301;48.1415281;21.6654037;LocLevel.PRECISE
Patak;3;901;48.0192328;19.1448732;LocLevel.PRECISE
Perbál;3;2104;47.5912451;18.759802;LocLevel.PRECISE
Pilisszántó;3;2628;47.6697354;18.886467;LocLevel.PRECISE
Pincehely;3;2172;46.6820239;18.4398335;LocLevel.PRECISE
Pitvaros;3;1387;46.3213012;20.7361518;LocLevel.PRECISE
Porcsalma;3;2887;47.8824619;22.5682954;LocLevel.PRECISE
Rábapatona;3;2618;47.6318338;17.4809501;LocLevel.PRECISE
Rád;3;1905;47.7920575;19.2179382;LocLevel.PRECISE
Ravazd;3;1294;47.5166849;17.7526673;LocLevel.PRECISE
Réde;3;1309;47.4312328;17.9165125;LocLevel.PRECISE
Regöly;3;1 127;46.5786721;18.3904744;LocLevel.PRECISE
Sajósenye;3;406;48.1957091;20.8198577;LocLevel.PRECISE
Sajószöged;3;2292;47.9447446;20.9923296;LocLevel.PRECISE
Sály;3;1787;47.9492788;20.6630021;LocLevel.PRECISE
Sáránd;3;2375;47.4124718;21.6248243;LocLevel.PRECISE
Semjénháza;3;564;46.3973502;16.8476452;LocLevel.PRECISE
Sióagárd;3;1291;46.3907879;18.6535953;LocLevel.PRECISE
Soltszentimre;3;1316;46.7710797;19.2869057;LocLevel.PRECISE
Somogyaszaló;3;768;46.458844;17.8069419;LocLevel.PRECISE
Sümegprága;3;604;46.9411152;17.2774176;LocLevel.PRECISE
Süttő;3;2057;47.7573845;18.44347;LocLevel.PRECISE
Szabadkígyós;3;2637;46.6012074;21.0760273;LocLevel.PRECISE
Szakoly;3;2797;47.7616355;21.901328;LocLevel.PRECISE
Szalánta;3;1176;45.9473169;18.2373967;LocLevel.PRECISE
Szalonna;3;1019;48.4472052;20.739375;LocLevel.PRECISE
Szank;3;2414;46.5544858;19.6689973;LocLevel.PRECISE
Szárliget;3;2528;47.5184474;18.4935586;LocLevel.PRECISE
Szatmárcseke;3;1645;48.0851966;22.6297402;LocLevel.PRECISE
Szederkény;3;1722;45.9994626;18.4535831;LocLevel.PRECISE
Székkutas;3;2085;46.5069679;20.5384334;LocLevel.PRECISE
Szente;3;330;47.9678151;19.2865515;LocLevel.PRECISE
Szentmártonkáta;3;5027;47.4440884;19.6916458;LocLevel.PRECISE
Szepetnek;3;1557;46.4335412;16.8994777;LocLevel.PRECISE
Szirák;3;1121;47.8285516;19.5300976;LocLevel.PRECISE
Szomód;3;2251;47.6824922;18.3423516;LocLevel.PRECISE
Taktakenéz;3;1255;48.0509924;21.2169034;LocLevel.PRECISE
Tarnaméra;3;1622;47.6522963;20.154955;LocLevel.PRECISE
Telekgerendás;3;1517;46.6622337;20.9547929;LocLevel.PRECISE
Telki;3;4230;47.551193;18.8206574;LocLevel.PRECISE
Tinnye;3;1803;47.6208911;18.7778879;LocLevel.PRECISE
Tiszaadony;3;671;48.2251757;22.2905285;LocLevel.PRECISE
Tiszabura;3;3211;47.4466393;20.4577789;LocLevel.PRECISE
Tiszaigar;3;825;47.5353761;20.7999697;LocLevel.PRECISE
Tiszakarád;3;2465;48.2028406;21.7200178;LocLevel.PRECISE
Tiszanagyfalu;3;1916;48.0935241;21.4705176;LocLevel.PRECISE
Tisztaberek;3;745;47.9600367;22.7926265;LocLevel.PRECISE
Tömörkény;3;1724;46.6155119;20.0412662;LocLevel.PRECISE
Tornyospálca;3;2795;48.2670948;22.1789783;LocLevel.PRECISE
Torony;3;2003;47.2398927;16.5297139;LocLevel.PRECISE
Tótszentmárton;3;811;46.4220177;16.8030433;LocLevel.PRECISE
Tótszerdahely;3;1079;46.3985503;16.7974625;LocLevel.PRECISE
Tótvázsony;3;1393;47.0083012;17.7874287;LocLevel.PRECISE
Tyukod;3;2039;47.851694;22.5532149;LocLevel.PRECISE
Újcsanálos;3;868;48.1379107;21.003781;LocLevel.PRECISE
Újléta;3;1106;47.4624566;21.8767447;LocLevel.PRECISE
Vámosatya;3;574;48.1968983;22.4077419;LocLevel.PRECISE
Vámosszabadi;3;3225;47.7529429;17.6486876;LocLevel.PRECISE
Városföld;3;2287;46.816342;19.760173;LocLevel.PRECISE
Vasad;3;2016;47.322178;19.400671;LocLevel.PRECISE
Végegyháza;3;1330;46.3872782;20.8713265;LocLevel.PRECISE
Vértesboglár;3;906;47.4291239;18.5241296;LocLevel.PRECISE
Vértesszőlős;3;3380;47.6206061;18.3813459;LocLevel.PRECISE
Zagyvarékas;3;3693;47.2677137;20.12777;LocLevel.PRECISE
Zalaistvánd;3;369;46.9179189;16.975852;LocLevel.PRECISE
Zalakaros;3;2546;46.5607855;17.1221529;LocLevel.PRECISE
Zalaszentmihály;3;984;46.7296101;16.949373;LocLevel.PRECISE
Zalavár;3;930;46.6685175;17.1566078;LocLevel.PRECISE
Zalavég;3;343;47.0060755;17.0267393;LocLevel.PRECISE
Zamárdi;3;2637;46.8800183;17.9459928;LocLevel.PRECISE
Ábrahámhegy;2;560;46.8147826;17.5714996;LocLevel.PRECISE
Acsa;2;1382;47.7925337;19.386298;LocLevel.PRECISE
Adásztevel;2;840;47.3041008;17.5400709;LocLevel.PRECISE
Ágasegyháza;2;2029;46.840237;19.4468392;LocLevel.PRECISE
Aggtelek;2;534;48.4675104;20.5054283;LocLevel.PRECISE
Aldebrő;2;695;47.7892694;20.2304935;LocLevel.PRECISE
Almamellék;2;448;46.1575387;17.8741358;LocLevel.PRECISE
Alsónemesapáti;2;678;46.8539091;16.9352092;LocLevel.PRECISE
Alsószentiván;2;589;46.7957787;18.7321463;LocLevel.PRECISE
Alsóvadász;2;1560;48.240538;20.9059626;LocLevel.PRECISE
Apátfalva;2;3016;46.1768429;20.5746455;LocLevel.PRECISE
Áporka;2;1264;47.232627;19.0120921;LocLevel.PRECISE
Aranyosapáti;2;2232;48.2122856;22.2567426;LocLevel.PRECISE
Aszófő;2;465;46.9288872;17.8333945;LocLevel.PRECISE
Bácsbokod;2;2593;46.1240247;19.1558176;LocLevel.PRECISE
Badacsonytördemic;2;920;46.8120251;17.4736857;LocLevel.PRECISE
Bajna;2;1969;47.6553343;18.5986208;LocLevel.PRECISE
Bakonyjákó;2;726;47.2263329;17.5991434;LocLevel.PRECISE
Bakonyszentlászló;2;1766;47.3907437;17.8043374;LocLevel.PRECISE
Bakonyszombathely;2;1375;47.4703383;17.9624907;LocLevel.PRECISE
Balatonakali;2;710;46.8830854;17.7518613;LocLevel.PRECISE
Balatonederics;2;1046;46.8091396;17.3813106;LocLevel.PRECISE
Balatonőszöd;2;561;46.8069464;17.8002219;LocLevel.PRECISE
Balatonszepezd;2;439;46.8518266;17.6637569;LocLevel.PRECISE
Balatonújlak;2;493;46.6759752;17.383049;LocLevel.PRECISE
Balsa;2;760;48.1728908;21.5373392;LocLevel.PRECISE
Bálványos;2;596;46.7816621;17.9520691;LocLevel.PRECISE
Bana;2;1615;44.3681;4.15405;LocLevel.PRECISE
Bánhorváti;2;1378;48.2258105;20.5024796;LocLevel.PRECISE
Bár;2;559;48.4088704;7.4492808;LocLevel.PRECISE
Becsehely;2;2044;46.4476173;16.7916533;LocLevel.PRECISE
Becsvölgye;2;787;46.7592756;16.6812859;LocLevel.PRECISE
Beleg;2;621;46.3160525;17.4105654;LocLevel.PRECISE
Benk;2;471;48.3013182;22.2303926;LocLevel.PRECISE
Berekfürdő;2;1301;47.3863531;20.837934;LocLevel.PRECISE
Berkesd;2;892;46.076158;18.4085333;LocLevel.PRECISE
Berzék;2;1036;48.0244838;20.9573107;LocLevel.PRECISE
Besenyőtelek;2;2647;47.698367;20.4278946;LocLevel.PRECISE
Besnyő;2;1755;47.1915588;18.7935179;LocLevel.PRECISE
Bikács;2;430;46.6763927;18.6675214;LocLevel.PRECISE
Birján;2;529;45.9974794;18.3756757;LocLevel.PRECISE
Boconád;2;1294;47.6420641;20.1873111;LocLevel.PRECISE
Bodrogkeresztúr;2;1075;48.15876;21.3606584;LocLevel.PRECISE
Bodrogolaszi;2;913;48.2876507;21.5176284;LocLevel.PRECISE
Bogádmindszent;2;448;45.906331;18.045186;LocLevel.PRECISE
Bókaháza;2;298;46.7735923;17.1060313;LocLevel.PRECISE
Boldogkőváralja;2;1007;48.3382138;21.2378103;LocLevel.PRECISE
Bolhás;2;423;46.263335;17.2718825;LocLevel.PRECISE
Búcsúszentlászló;2;755;46.7882297;16.9308148;LocLevel.PRECISE
Bugac;2;2695;46.6888994;19.6821439;LocLevel.PRECISE
Bükkaranyos;2;1531;47.9853201;20.7804184;LocLevel.PRECISE
Bükkszentmárton;2;317;48.0707337;20.3278804;LocLevel.PRECISE
Büssü;2;436;46.4548427;17.9631427;LocLevel.PRECISE
Büttös;2;183;48.4775116;21.0053506;LocLevel.PRECISE
Buzsák;2;1510;46.6487053;17.5774653;LocLevel.PRECISE
Csabdi;2;1282;47.5228452;18.6058133;LocLevel.PRECISE
Csajág;2;854;47.0446777;18.1858906;LocLevel.PRECISE
Csánig;2;340;47.4325669;17.0234452;LocLevel.PRECISE
Császló;2;400;47.9142421;22.7224995;LocLevel.PRECISE
Cserszegtomaj;2;3343;46.8058869;17.23156;LocLevel.PRECISE
Csévharaszt;2;2046;47.2995594;19.4326126;LocLevel.PRECISE
Csobád;2;700;48.2819349;21.0277433;LocLevel.PRECISE
Csobaj;2;676;48.0481381;21.3401596;LocLevel.PRECISE
Csokvaomány;2;826;48.1657718;20.3738354;LocLevel.PRECISE
Csopak;2;2148;46.9734439;17.928852;LocLevel.PRECISE
Csörög;2;2175;47.7344093;19.1904009;LocLevel.PRECISE
Cún;2;233;45.8123831;18.0672657;LocLevel.PRECISE
Dalmand;2;1275;46.4932711;18.1924783;LocLevel.PRECISE
Darvas;2;555;47.1003189;21.3390173;LocLevel.PRECISE
Dávod;2;2075;45.9964307;18.9227327;LocLevel.PRECISE
Diósberény;2;338;46.5337591;18.4449594;LocLevel.PRECISE
Doba;2;450;47.1659729;17.3798491;LocLevel.PRECISE
Dombegyház;2;2100;46.3405657;21.1320152;LocLevel.PRECISE
Domony;2;2220;47.6535146;19.4384419;LocLevel.PRECISE
Dömös;2;1209;47.7636231;18.9110928;LocLevel.PRECISE
Dudar;2;1764;47.31058;17.9439276;LocLevel.PRECISE
Dunakiliti;2;2003;47.9662482;17.2882323;LocLevel.PRECISE
Ecsegfalva;2;1227;47.1493444;20.9228324;LocLevel.PRECISE
Egerág;2;1008;45.981479;18.3048844;LocLevel.PRECISE
Egerbakta;2;1462;47.9355323;20.2905231;LocLevel.PRECISE
Egerlövő;2;535;47.719469;20.6223013;LocLevel.PRECISE
Egerszólát;2;1116;47.8903931;20.2678265;LocLevel.PRECISE
Egyházasfalu;2;875;47.4650681;16.7654427;LocLevel.PRECISE
Erdőbénye;2;1148;48.2665311;21.3556318;LocLevel.PRECISE
Esztár;2;1432;47.2851157;21.7755201;LocLevel.PRECISE
Etes;2;1377;48.1098902;19.7173743;LocLevel.PRECISE
Fajsz;2;1709;46.4161452;18.9219733;LocLevel.PRECISE
Farkasgyepű;2;370;47.2038416;17.6307266;LocLevel.PRECISE
Fedémes;2;301;48.0316118;20.1857362;LocLevel.PRECISE
Fehérvárcsurgó;2;2048;47.2905701;18.2658414;LocLevel.PRECISE
Feldebrő;2;997;47.8130478;20.2329418;LocLevel.PRECISE
Felsőörs;2;1839;47.0151318;17.9526151;LocLevel.PRECISE
Fülöp;2;1735;47.5990893;22.0562573;LocLevel.PRECISE
Fülöpháza;2;912;46.8922933;19.444849;LocLevel.PRECISE
Gáborján;2;886;47.2398594;21.6576975;LocLevel.PRECISE
Gádoros;2;3679;46.6706884;20.599598;LocLevel.PRECISE
Ganna;2;272;47.2313133;17.5278367;LocLevel.PRECISE
Gátér;2;920;46.6835342;19.957731;LocLevel.PRECISE
Géderlak;2;995;46.6085156;18.9140472;LocLevel.PRECISE
Gellénháza;2;1526;46.7601687;16.7836819;LocLevel.PRECISE
Gérce;2;1157;47.2160195;17.0169311;LocLevel.PRECISE
Gerendás;2;1240;46.5974754;20.8576904;LocLevel.PRECISE
Gödre;2;849;46.2863628;17.9726634;LocLevel.PRECISE
Gölle;2;866;46.4412291;18.0135054;LocLevel.PRECISE
Golop;2;566;48.2371264;21.1890012;LocLevel.PRECISE
Gomba;2;3076;47.3703744;19.5311516;LocLevel.PRECISE
Görgeteg;2;1144;46.1465788;17.4364106;LocLevel.PRECISE
Gulács;2;1115;46.829456;17.5009878;LocLevel.PRECISE
Gutorfölde;2;968;46.6412956;16.7364699;LocLevel.PRECISE
Gyékényes;2;996;46.2371661;17.0090208;LocLevel.PRECISE
Gyöngyösfalu;2;1099;47.315618;16.5868634;LocLevel.PRECISE
Gyöngyöstarján;2;2287;47.8117356;19.8668338;LocLevel.PRECISE
Győrszemere;2;3283;47.5528273;17.562254;LocLevel.PRECISE
Gyulaj;2;958;46.5053571;18.2946434;LocLevel.PRECISE
Gyúró;2;1289;47.3676404;18.7408651;LocLevel.PRECISE
Hajmáskér;2;3088;47.1444695;18.0142678;LocLevel.PRECISE
Hajós;2;2978;46.3982959;19.1172178;LocLevel.PRECISE
Hantos;2;966;46.9994238;18.6997764;LocLevel.PRECISE
Hegykő;2;1569;47.6217031;16.7940826;LocLevel.PRECISE
Hercegszántó;2;1952;45.950602;18.93584;LocLevel.PRECISE
Hernád;2;4244;47.1650755;19.4070801;LocLevel.PRECISE
Hevesaranyos;2;597;48.0084061;20.2352695;LocLevel.PRECISE
Hévízgyörk;2;3185;47.6303011;19.5190457;LocLevel.PRECISE
Hidvégardó;2;579;48.560605;20.8382287;LocLevel.PRECISE
Hortobágy;2;1456;47.5826139;21.1525371;LocLevel.PRECISE
Hosszúpereszteg;2;662;47.0955027;17.0231836;LocLevel.PRECISE
Iklad;2;2061;47.6593942;19.4433911;LocLevel.PRECISE
Ipolytarnóc;2;442;48.2375562;19.6270027;LocLevel.PRECISE
Iszkaszentgyörgy;2;2166;47.2381981;18.2950197;LocLevel.PRECISE
Isztimér;2;911;47.278287;18.1962327;LocLevel.PRECISE
Ivád;2;386;48.0207169;20.0608218;LocLevel.PRECISE
Jákó;2;631;46.3363265;17.5526299;LocLevel.PRECISE
Jánkmajtis;2;1807;47.9400472;22.6491719;LocLevel.PRECISE
Jászboldogháza;2;1679;47.3693361;19.9970587;LocLevel.PRECISE
Jászkarajenő;2;2670;47.0537807;20.0683316;LocLevel.PRECISE
Jósvafő;2;264;48.482384;20.5525283;LocLevel.PRECISE
Juta;2;1182;39.4225192;-111.714358;LocLevel.PRECISE
Kakucs;2;3121;47.2416179;19.3667431;LocLevel.PRECISE
Kálócfa;2;158;46.7563725;16.5609609;LocLevel.PRECISE
Kápolna;2;1551;47.7604628;20.2469695;LocLevel.PRECISE
Kaposfő;2;1583;46.3618336;17.6698386;LocLevel.PRECISE
Káptalantóti;2;486;46.8498084;17.5136508;LocLevel.PRECISE
Kardos;2;567;46.7968871;20.7195253;LocLevel.PRECISE
Karmacs;2;762;46.8365288;17.1740485;LocLevel.PRECISE
Katymár;2;1848;46.0345287;19.2098709;LocLevel.PRECISE
Kékcse;2;1594;48.251734;22.009493;LocLevel.PRECISE
Kemence;2;951;48.0171336;18.891553;LocLevel.PRECISE
Kenézlő;2;1239;48.1980342;21.5325344;LocLevel.PRECISE
Kerecsend;2;2387;47.7940489;20.3461026;LocLevel.PRECISE
Keszeg;2;696;47.8364445;19.237812;LocLevel.PRECISE
Kétsoprony;2;1380;46.7191754;20.883979;LocLevel.PRECISE
Kimle;2;2299;47.8268335;17.3709629;LocLevel.PRECISE
Királd;2;791;48.2496898;20.3883064;LocLevel.PRECISE
Kiscsősz;2;106;47.1958925;17.2798352;LocLevel.PRECISE
Kisgyőr;2;1684;48.0103225;20.6887124;LocLevel.PRECISE
Kiskorpád;2;894;46.3631367;17.6093279;LocLevel.PRECISE
Kisnána;2;1000;47.8530515;20.146141;LocLevel.PRECISE
Kisoroszi;2;1004;47.8077589;19.0071715;LocLevel.PRECISE
Kisunyom;2;452;47.1470648;16.6414748;LocLevel.PRECISE
Kölked;2;1063;45.9482394;18.7031346;LocLevel.PRECISE
Kömlőd;2;1075;47.5470914;18.2606324;LocLevel.PRECISE
Kömörő;2;633;-12.2045176;44.2832964;LocLevel.PRECISE
Kópháza;2;2082;47.6384056;16.6431637;LocLevel.PRECISE
Köröm;2;1566;47.9821115;20.9516587;LocLevel.PRECISE
Köröstarcsa;2;2505;46.8768155;21.0233046;LocLevel.PRECISE
Kőröstetétlen;2;794;47.0986909;20.0218963;LocLevel.PRECISE
Kőtelek;2;1568;47.3364243;20.4355722;LocLevel.PRECISE
Kübekháza;2;1573;46.1495422;20.2763754;LocLevel.PRECISE
Kunbaja;2;1563;46.0882993;19.4240758;LocLevel.PRECISE
Kunszállás;2;1737;46.7605889;19.7524013;LocLevel.PRECISE
Ladánybene;2;1715;47.0350187;19.4557131;LocLevel.PRECISE
Látrány;2;1399;46.7484949;17.7445759;LocLevel.PRECISE
Lázi;2;551;47.4651544;17.8374789;LocLevel.PRECISE
Legénd;2;478;47.8779897;19.3110409;LocLevel.PRECISE
Ilk;2;1230;53.82395835;22.361915871120694;LocLevel.PRECISE
Lipót;2;752;47.8613435;17.4616155;LocLevel.PRECISE
Litér;2;2236;47.099915;18.0076;LocLevel.PRECISE
Lövő;2;1413;47.5034563;16.7827241;LocLevel.PRECISE
Lövőpetri;2;522;48.1809669;22.1982747;LocLevel.PRECISE
Magy;2;938;47.9404079;21.9822899;LocLevel.PRECISE
Magyarbánhegyes;2;2225;46.4552631;20.9642866;LocLevel.PRECISE
Magyaregregy;2;759;46.2510091;18.3082723;LocLevel.PRECISE
Magyarlak;2;776;46.9518924;16.3486678;LocLevel.PRECISE
Majosháza;2;1697;47.2644792;18.9958458;LocLevel.PRECISE
Makád;2;1255;47.0884358;18.9263252;LocLevel.PRECISE
Makkoshotyka;2;870;48.3564407;21.5186442;LocLevel.PRECISE
Mályi;2;4243;16.3700359;-2.2900239;LocLevel.PRECISE
Mályinka;2;476;48.1538861;20.4951999;LocLevel.PRECISE
Markotabödöge;2;487;47.6817436;17.31044;LocLevel.PRECISE
Maroslele;2;2039;46.270668;20.3418649;LocLevel.PRECISE
Mátramindszent;2;784;47.9802783;19.9324244;LocLevel.PRECISE
Mecseknádasd;2;1581;46.2244052;18.4645171;LocLevel.PRECISE
Mérk;2;2194;47.781955;22.3783349;LocLevel.PRECISE
Mersevát;2;590;47.289461;17.2049535;LocLevel.PRECISE
Mesztegnyő;2;1299;46.5044952;17.4239393;LocLevel.PRECISE
Mezőgyán;2;1056;46.8697215;21.5229758;LocLevel.PRECISE
Mezőkomárom;2;956;46.8290114;18.2898184;LocLevel.PRECISE
Mezőörs;2;943;47.5687088;17.8794975;LocLevel.PRECISE
Mezőszemere;2;1131;47.7473141;20.5191824;LocLevel.PRECISE
Mikosszéplak;2;311;47.0323673;16.9746297;LocLevel.PRECISE
Mosonszentmiklós;2;2518;47.7286866;17.4271186;LocLevel.PRECISE
Nábrád;2;927;48.0052679;22.4464114;LocLevel.PRECISE
Nádasdladány;2;1810;47.137771;18.2398735;LocLevel.PRECISE
Nágocs;2;606;46.6628683;17.9577984;LocLevel.PRECISE
Nagydobos;2;2297;48.0527087;22.305177;LocLevel.PRECISE
Nagyharsány;2;1490;45.847418;18.3998265;LocLevel.PRECISE
Nagykarácsony;2;1411;46.8666921;18.7749966;LocLevel.PRECISE
Nagykeresztúr;2;262;48.0388664;19.7230466;LocLevel.PRECISE
Nagykozár;2;2071;46.0655832;18.3197191;LocLevel.PRECISE
Nagypall;2;390;46.1447737;18.4572422;LocLevel.PRECISE
Nagyrábé;2;2142;47.2045882;21.3192277;LocLevel.PRECISE
Nagysimonyi;2;969;47.2631656;17.065648;LocLevel.PRECISE
Nagytálya;2;889;47.8170805;20.4076205;LocLevel.PRECISE
Nagyút;2;694;47.720009;20.1729336;LocLevel.PRECISE
Nagyvenyim;2;4235;46.9561402;18.8589916;LocLevel.PRECISE
Nárai;2;1466;47.1933562;16.5535138;LocLevel.PRECISE
Nemesszalók;2;852;47.2744171;17.3015774;LocLevel.PRECISE
Nemesvámos;2;2960;47.0548638;17.8718258;LocLevel.PRECISE
Nemesvid;2;740;46.4860312;17.2474515;LocLevel.PRECISE
Németkér;2;1746;46.7174731;18.764396;LocLevel.PRECISE
Nógrád;2;1580;47.9873616;19.5472495;LocLevel.PRECISE
Nógrádsáp;2;909;47.8393251;19.3554001;LocLevel.PRECISE
Novaj;2;1377;47.8558382;20.4785002;LocLevel.PRECISE
Novajidrány;2;1357;48.4039457;21.1721117;LocLevel.PRECISE
Nyírderzs;2;620;47.8967219;22.1614486;LocLevel.PRECISE
Nyírjákó;2;860;48.0289984;22.0745973;LocLevel.PRECISE
Nyírkarász;2;2305;48.0969023;22.1001962;LocLevel.PRECISE
Nyírmihálydi;2;2268;47.7325301;21.9660572;LocLevel.PRECISE
Nyírtét;2;1040;48.0091749;21.9200893;LocLevel.PRECISE
Nyírtura;2;1945;48.014414;21.8333843;LocLevel.PRECISE
Okorág;2;173;45.9260904;17.8748386;LocLevel.PRECISE
Olaszliszka;2;1687;48.2436306;21.4361913;LocLevel.PRECISE
Ölbő;2;748;47.30113;16.8599883;LocLevel.PRECISE
Őr;2;1546;43.9792797;-120.737257;LocLevel.PRECISE
Ordacsehi;2;847;46.7432686;17.6241198;LocLevel.PRECISE
Ordas;2;449;46.6361256;18.9493231;LocLevel.PRECISE
Öreglak;2;1525;46.6055398;17.6286333;LocLevel.PRECISE
Őrhalom;2;1008;48.0777568;19.4102605;LocLevel.PRECISE
Orosztony;2;451;46.6276125;17.0603548;LocLevel.PRECISE
Ostffyasszonyfa;2;789;47.3274607;17.0428192;LocLevel.PRECISE
Osztopán;2;795;46.5184141;17.6689016;LocLevel.PRECISE
Pácin;2;1493;48.3311165;21.8330516;LocLevel.PRECISE
Pacsa;2;1682;46.72254;17.0097774;LocLevel.PRECISE
Pap;2;1948;18.547327;-72.3395928;LocLevel.PRECISE
Papkeszi;2;1631;47.0820136;18.0817311;LocLevel.PRECISE
Pátka;2;1758;47.2770976;18.4870991;LocLevel.PRECISE
Pátroha;2;3139;48.1722466;21.9899321;LocLevel.PRECISE
Patvarc;2;743;48.0654361;19.3483753;LocLevel.PRECISE
Pátyod;2;691;47.8687333;22.6152157;LocLevel.PRECISE
Pázmánd;2;2200;47.2836305;18.6566197;LocLevel.PRECISE
Pellérd;2;2309;46.0348577;18.153296;LocLevel.PRECISE
Perőcsény;2;319;47.9952528;18.8611472;LocLevel.PRECISE
Péteri;2;2422;47.3880659;19.4107817;LocLevel.PRECISE
Pethőhenye;2;415;46.8769093;16.9187578;LocLevel.PRECISE
Petneháza;2;1787;48.0571832;22.0812431;LocLevel.PRECISE
Pilisborosjenő;2;3896;47.606931;18.9918085;LocLevel.PRECISE
Piricse;2;1910;47.7717104;22.1518337;LocLevel.PRECISE
Pócsmegyer;2;2562;47.7158378;19.0956199;LocLevel.PRECISE
Pócspetri;2;1716;47.8812739;21.993548;LocLevel.PRECISE
Porva;2;510;47.3081403;17.8150583;LocLevel.PRECISE
Püski;2;635;47.8872173;17.4056883;LocLevel.PRECISE
Püspökmolnári;2;868;47.0909745;16.7964636;LocLevel.PRECISE
Pusztaberki;2;151;47.9766238;19.1636444;LocLevel.PRECISE
Pusztaföldvár;2;1656;46.5315946;20.8060399;LocLevel.PRECISE
Pusztahencse;2;1036;46.5929681;18.7208026;LocLevel.PRECISE
Pusztavacs;2;1346;47.173855;19.498132;LocLevel.PRECISE
Rábagyarmat;2;750;46.9427105;16.421771;LocLevel.PRECISE
Rábapaty;2;1672;47.3028024;16.9278787;LocLevel.PRECISE
Rábatamási;2;1003;47.5885576;17.1696987;LocLevel.PRECISE
Rakacaszend;2;363;48.4606147;20.8382339;LocLevel.PRECISE
Rátka;2;944;48.213521;21.2263527;LocLevel.PRECISE
Rém;2;1283;46.2446558;19.1448334;LocLevel.PRECISE
Répcelak;2;2604;47.4195089;17.0154287;LocLevel.PRECISE
Répcevis;2;344;47.4405129;16.6740124;LocLevel.PRECISE
Rimóc;2;1716;48.0374052;19.5304259;LocLevel.PRECISE
Ságvár;2;1900;46.8373455;18.1020278;LocLevel.PRECISE
Sajóecseg;2;1064;48.1912315;20.7757477;LocLevel.PRECISE
Sajólád;2;3015;48.0466664;20.9024877;LocLevel.PRECISE
Sajóörös;2;1413;47.9511834;21.0221987;LocLevel.PRECISE
Sajópálfala;2;737;48.1614812;20.8454228;LocLevel.PRECISE
Sajtoskál;2;402;47.4032813;16.8539365;LocLevel.PRECISE
Sárhida;2;792;46.757687;16.8425323;LocLevel.PRECISE
Sárrétudvari;2;2935;47.2392356;21.1895381;LocLevel.PRECISE
Sárszentágota;2;1360;46.9705991;18.5665592;LocLevel.PRECISE
Sáta;2;1184;48.1850594;20.3932034;LocLevel.PRECISE
Selyeb;2;493;48.3396882;20.9525512;LocLevel.PRECISE
Sényő;2;1451;48.0027718;21.8785276;LocLevel.PRECISE
Simaság;2;554;47.4217282;16.8439303;LocLevel.PRECISE
Sitke;2;742;47.242815;17.0242831;LocLevel.PRECISE
Söjtör;2;1493;46.6700808;16.8536814;LocLevel.PRECISE
Sokorópátka;2;1149;47.484475;17.7006111;LocLevel.PRECISE
Somlószőlős;2;652;47.1748363;17.3555881;LocLevel.PRECISE
Somogyfajsz;2;549;46.5023272;17.5687406;LocLevel.PRECISE
Somogysárd;2;1309;46.4119896;17.5975733;LocLevel.PRECISE
Somogyszil;2;728;46.5218216;17.9967128;LocLevel.PRECISE
Soponya;2;1854;47.0111124;18.4558342;LocLevel.PRECISE
Sorokpolány;2;830;47.137679;16.6757279;LocLevel.PRECISE
Sukoró;2;1714;47.2419579;18.59782;LocLevel.PRECISE
Súr;2;1238;3.48454105;-76.40302061601076;LocLevel.PRECISE
Surd;2;630;46.3198232;16.9688834;LocLevel.PRECISE
Szabadegyháza;2;2150;47.0767634;18.6924831;LocLevel.PRECISE
Szabadi;2;305;46.3673992;18.0317816;LocLevel.PRECISE
Szabolcsbáka;2;1173;48.1572226;22.1395857;LocLevel.PRECISE
Szalaszend;2;1068;48.3900738;21.125055;LocLevel.PRECISE
Szálka;2;644;46.2746959;18.6359643;LocLevel.PRECISE
Szamosszeg;2;1902;48.0427241;22.3650383;LocLevel.PRECISE
Szanda;2;616;47.9278532;19.4404136;LocLevel.PRECISE
Szászberek;2;1010;47.3107297;20.093252;LocLevel.PRECISE
Szászfa;2;119;48.4720906;20.9422796;LocLevel.PRECISE
Szécsénke;2;207;47.9057349;19.3324479;LocLevel.PRECISE
